AirportCode,AirportName,Country
PYH,Redwood Springs Airport, United States 
 WI89 , Lake Geneva Air Estates , United States 
 2TX0 , Blue Sky Airfield , United States 
 PRX , COX FLD , United States 
 1V5 , Boulder Municipal Airport , United States 
JSZ,Mountain Harbor Airfield, United States 
LFY,Lake Heights Municipal, United States 
UNZ, NA , United States 
 KTMB , Kendall-Tamiami Executive , United States 
 U77 , SPANISH FORK-SPRINGVILLE , United States 
QVG,Sky Harbor Regional, United States 
 LDJ , Linden Airport , United States 
 13IN , Gage Airport , United States 
VRZ,Silver Harbor Airfield, United States 
 LMT , Klamath Falls , United States 
OPC,Redwood Harbor Airfield, United States 
ROY,Mountain Harbor Regional, United States 
 LGB , Long Beach , United States 
 PAPR , Prospect Creek , United States 
JNC,Redwood Harbor Airfield, United States 
 E25 , WICKENBURG , United States 
YGQ,Oak Field Regional, United States 
LAK,Clearwater Field Airport, Canada 
FYR,Sunset Point International, United States 
EFS,Silver Harbor Airfield, United States 
WCV,Lake Point Municipal, United States 
 P48 , Pleasant Valley Airport , United States 
 79J , Andalusia-Opp Airport , United States 
MWA,Clearwater Springs Municipal, Venezuela 
 ILM , WILMINGTON INTERNATIONAL , United States 
QIH,Redwood Hill Airfield, United States 
 IWH , Wabash Municpal Airport , United States 
 2B1 , Cape Cod Airport , United States 
ACT,Mountain Field Airfield, United States 
RVJ,Sky Springs Regional, United States 
SBQ,River Heights Municipal, United States 
106, DUNSMUIR MUNI-MOTT , United States 
MAQ,River Springs Airport, United States 
IPI,Green Point Regional, United States 
ACH,Silver Heights International, United States 
WTJ,Clearwater Hill Regional, United States 
 3FU , FAULKTON MUNI , United States 
 KVNY , Van Nuys Airport , United States 
UAE,Lake Springs International, Bahamas 
 CLS , Chehalis-Centralia , United States 
 AVX , Avalon , United States 
 1I3 , Shawnee Field Airport , United States 
UGS, None , United States 
 GWY , Galway , Ireland 
DPV,Clearwater Heights Regional, United States 
 D14 , Fertile Municipal Airport , United States 
 SHR , Sheridan County airport , United States 
UAW,Green Bay Municipal, Mexico 
DKI,Clearwater Valley Airport, United States 
MTR,Sky Field Municipal, United States 
 N/A , Cinnabar , United States 
NEJ,River Bay International, United States 
XEQ,Green Hill International, United States 
 LGB , Daugherty Field , United States 
 KHKA , Blytheville Municipal , United States 
 EFD , ELLINGTON FIELD , United States 
YMT,Green Creek Municipal, United States 
 N07 , Lincoln Park Airport , United States 
 MYL , MC CALL , United States 
TFQ,River Creek Municipal, Indonesia 
ESO,Oak Heights Airport, United States 
DGI,Sky Field Municipal, United States 
 E77 , San Manuel Airport , United States 
 JVL , Rock County , United States 
JCG,Lake Harbor Airport, France 
VEO,River Bay International, United States 
OQL,Clearwater Heights International, United States 
UZO,Sky Bluff International, United States 
QIQ,River Creek Airport, United States 
 ABQ , Albuquerque International Sunp , United States 
LDH,Redwood Hill Airport, United States 
 86G , Lada , United States 
FTZ,Green Field Municipal, Germany 
 U69 , Duchesne Muninipal Airport , United States 
 PAOT , Kotzebue , United States 
 YUM , Yuma International Airport , United States 
 TEB , Teterboro Airport , United States 
 N31 , Kutztown Airport , United States 
MXG,River Heights Municipal, United States 
 AK76 , East Alsek River , United States 
 MT95 , Flathead Sky Ranch , United States 
 LPR , Lorian County Airport , United States 
 CPU , Calaveras County , United States 
VKA,Sunset Valley International, United States 
XJU,Sunset Hill International, United States 
ZIT,River Point Airport, Colombia 
BSI,Clearwater Point International, United States 
 PHDH , Dillingham Airfield , United States 
DWQ,Sky Creek International, Bolivia 
 T74 , Taylor Municipal Airport , United States 
 ULM , New Ulm Municipal , United States 
 70S , MEAD FLYING SERVICE , United States 
FXN,Oak Heights Regional, United States 
 PVT , --- , United States 
 OPF , Opa Locka West Airport , United States 
 OGD , OGDEN-HINCKLEY , United States 
 RHV , Reid-Hillview , United States 
GWB,River Hill Municipal, United States 
HPP,Sky Creek Regional, United States 
 PDX , Portland International , United States 
 PDX , Portland International , United States 
 MEV , Minden , United States 
 KILM , Wilmington International , United States 
EVJ,Mountain Bluff Airfield, United States 
 ANC , ANCHORAGE INTL , United States 
 DTS , Destin , United States 
TAA,Sunset Bluff International, United States 
ELB,Oak Point International, United States 
 RVS , Richard Lloyd Jones Jr. Apt , United States 
BQB,Clearwater Creek Regional, United States 
IYU,Clearwater Bluff Airfield, United States 
 AFO , Afton Municipal Airport , United States 
 B19 , Biddeford Municipal Airport , United States 
 BOI , BOISE AIR TERMINAL /GOWEN FLD/ , United States 
 2S7 , Chiloquin State Airport , United States 
 B10 , Bowman Field , United States 
DUY,Sky Field International, United States 
HTM,Sunset Heights Regional, United States 
 8G2 , Corry-Lawrence Airport , United States 
MZI,Sky Valley Airfield, United States 
 00V , Meadow Lake Airport , United States 
 Y66 , Drummond Island , United States 
 E16 , South County Airport , United States 
 AAT , Alturas Municipal , United States 
 SAV , SAVANNAH INTERNATIONAL , United States 
OGV,Green Creek International, United States 
SGG,River Heights International, United States 
CWB,Clearwater Point Airport, Peru 
 ODO , Odessa-Schlemeyer Field , United States 
HRW,Redwood Heights Regional, United States 
 39PN , Nelson's Run , United States 
AUI,Sunset Hill Municipal, Switzerland 
 RNM , Ramona , United States 
 SFB , Orlando Sanford International , United States 
 KCRE , Grand Stand Airport , United States 
YVZ,Lake Springs Airport, United States 
 N99 , Brandywine Airport , United States 
 PAMR , Merrill Field , United States 
ODQ,Oak Heights Airport, United States 
POZ, Lake Marie Lodge , United States 
 PVT ," Colquitt, GA ", United States 
 LUM , SCORE FIELD , United States 
BIW,River Heights Regional, United States 
CKJ,Green Bay Airfield, United States 
 O31 , HEALDSBURG MUNI , United States 
ZZF,Sky Harbor Municipal, United States 
 4N8 , White Birch Field Airport , United States 
UOE,Clearwater Field Regional, United States 
 HLM , Park Township Airport , United States 
HKH,Oak Bluff Airport, Poland 
 KOLV , Olive Branch Airport , United States 
 W95 , OCRACOKE ISLAND , United States 
AMG,Sky Creek Airport, United States 
 MDW , CHICAGO MIDWAY , United States 
 0FD3 , Dugger Field Airport , United States 
OQD,River Creek Regional, United States 
 SDM , BROWN FIELD MUNI , United States 
CUI,Green Creek Regional, United States 
 HLN , Helena Regional Airport , United States 
 70S , Mead Flying Service Airport , United States 
HLR,Mountain Harbor International, United States 
 T90 , Winnie/Stowell Airport , United States 
WGX,Sky Bluff International, United States 
 GUM , Guam-Antonio B. Won Pat , United States 
KMQ,Lake Heights Regional, United States 
UET,Redwood Heights Airport, Indonesia 
 RBG , Roseburg Regional Airport , United States 
MXU,Redwood Bay Airport, United States 
PPX,Silver Valley Airport, United States 
 S37 , Smoketown Airport , United States 
 CNO , CHINO , United States 
 SME , Somerset - Pulaski County , United States 
 KCDC , Cedar City , United States 
 CO20 , Flying W. Ranch Airport , United States 
SFX,Redwood Bluff Airport, United States 
LMR,Clearwater Field International, United States 
VWT,River Valley Airport, United States 
TXL,Lake Field Regional, United States 
SBI,Green Point International, United States 
PXC,Sky Bluff Regional, United States 
CHL,Green Bay Airfield, Venezuela 
 72A , JOHNSON FIELD , United States 
LTF,Oak Creek Municipal, United States 
 KF89 , Winnsboro Municipal Airport , United States 
MIJ,Mountain Creek Regional, United States 
 4SD , Reno/Stead , United States 
PBP,Silver Point International, United States 
UZL,Oak Field Regional, Greece 
GVE,Sunset Point Municipal, France 
 97J , UNIVERSITY HOSPITAL , United States 
POL,Green Bay Airfield, United States 
LKZ,Clearwater Harbor Regional, United States 
 Z98 , Ottawa Executive , United States 
PXT,Sky Field Regional, United States 
 KFLL , Fort Lauderdale/Hollywood Intl , United States 
 FL74 , Indian River Aerodrome , United States 
 ERI , Erie International Airport , United States 
 NY94 , Old Rhinebeck , United States 
 HFY , Greenwood Municipal , United States 
BEI,River Field Airfield, United States 
 U15 , CHALLIS , United States 
CMG,Lake Bay Municipal, United States 
 4WA9 , Port Orchard , United States 
 MIW , Marshalltown Municipal , United States 
UHH,Green Bluff Airfield, United States 
VUQ,Clearwater Bluff Municipal, United States 
OZH, Cardwell Strip , United States 
 MSV , SULLIVAN COUNTY INTL , United States 
 RDD , Redding , United States 
 S03 , Ashland Municipal , United States 
 KLNA , Palm Beach County Park Airport , United States 
 Z98 , Ottawa Executive , United States 
ZNN,Sky Heights Regional, United States 
WBL,Mountain Springs International, United States 
NGE,Lake Field Municipal, Estonia 
EKJ, Little Grand Lake , United States 
 NHK , Patuxent River Naval Air Stat. , United States 
 BRD , BRAINERD-CROW WING CO REGIONAL , United States 
 IN73 , Fleet Field Airport , United States 
PWN,Oak Bluff Airport, United States 
SNC,Redwood Hill Regional, United States 
RUJ, Private , United States 
OOX,Sky Bay Airport, United States 
 RAP , Rapid City Regional , United States 
CHU,Sky Hill Regional, Canada 
VMV,Clearwater Valley International, United States 
NNZ,Lake Field Regional, United States 
TDC,Clearwater Hill Regional, United States 
YOL,Sky Field International, United States 
 VGT , North Las Vegas , United States 
 TX27 , AP Ranch Airport , United States 
SHJ,Clearwater Field Regional, United States 
LCT,Sky Hill Airfield, United States 
 MNF , Mountain View Airport , United States 
 KL35 , Big Bear City , United States 
UDU,Green Bluff International, United States 
 EWR , Newark Liberty International , United States 
 EWR , Newark Liberty International , United States 
 57AZ , La Cholla Airpark , United States 
ZHM,River Field Regional, United States 
 BLM , Monmouth Executive Airport , United States 
PCB,Green Field Municipal, United States 
OTF,Mountain Heights Airfield, United States 
PTW,Sky Bluff Airport, United States 
 FNL , Fort Collins-Loveland Municipa , United States 
 ISZ , Blue Ash Airport , United States 
 ABQ , Albuquerque Intl. Sunport , United States 
 GUP , Gallup Municipal , United States 
BKZ,Clearwater Harbor Municipal, United Kingdom 
MTX,Clearwater Bay Regional, Italy 
PPB,Sunset Bay Airport, United States 
 2M2 , LAWRENCEBURG COUNTY AIRPORT , United States 
 KLBT , Lumberton , United States 
FTK,Oak Bluff Municipal, Canada 
ELE,Sky Hill Municipal, Canada 
 ABQ , Albuquerque International Sunp , United States 
 ASH , Boire , United States 
IIA,Redwood Hill International, United States 
MKQ,Redwood Bay Airfield, United States 
 MN91 , Reynolds Field , United States 
 2S7 , Chiloquin State Airport , United States 
 D02 , Osage Municipal Airport , United States 
 MIW , Marshalltown Municipal , United States 
 1N2 , Spadaro , United States 
 PEO , Penn Yan Airport , United States 
 IMM , IMMOKALEE , United States 
 2R4 , Peter Prince Field Airport , United States 
 DCU , Decatur Regional Airport , United States 
 KFNL , Fort Collins - Loveland , United States 
WFU,Clearwater Creek International, United States 
 Z40 , Goose Bay , United States 
 NONE , Arkies Field (Private) , United States 
 66S , Cavanaugh Bay , United States 
LIM,Redwood Creek Regional, United States 
 KGSH , Goshen Municipal Airport , United States 
 PWK , Palwaukee Municipal Airport , United States 
IKY,Sky Creek International, United States 
UFN,Mountain Springs Airfield, United States 
TBT,River Point International, France 
 RYV , Watertown Municipal Airport , United States 
 RYN , Ryan Field Airport , United States 
 T69 , San Patricio County Airport , United States 
 HQM , Bowerman , United States 
RIW,Lake Creek Municipal, United States 
 RNT , Renton Municipal Airport , United States 
 RNT , Renton Municipal Airport , United States 
LJJ,Mountain Bay Municipal, United States 
LIT,Sunset Harbor Regional, United States 
 KORL , Orlando Executive , United States 
 U59 , Reed Memorial , United States 
 APA , Centennial Airport , United States 
JKP,Lake Harbor Airfield, United States 
 RIU , Rancho Murieta Airport , United States 
FZJ,Oak Heights Airport, United States 
 NONE , Private Airstrip , United States 
 DEN , Denver International Airport , United States 
 DEN , Denver International Airport , United States 
VJG,Lake Valley Airfield, United States 
AQI,Mountain Springs Airport, Canada 
 KELD , Goodwin Field , United States 
 KDAB , Daytona Beach International , United States 
 RKD , Knox County Regional Airport , United States 
 E95 , Benson Municipal Airport , United States 
DWD,Oak Field Regional, United States 
 SBP , San Luis Obispo , United States 
 DLO , Delano Municipal , United States 
 2MO1 , Bird Field Airport , United States 
LFA,Oak Valley Regional, United States 
 0Q5 , SHELTER COVE , United States 
DPF,Redwood Harbor Regional, United States 
 TUS , Tucson International , United States 
 NONE , Hrupsa Airstrip , United States 
VMB, Port Agusta , Australia 
OSH,Oak Bay International, Australia 
 HZR , False River Regional Airport , United States 
YCM,Sky Hill International, United States 
ZHI,Oak Field Municipal, United States 
UUQ,Silver Harbor Regional, United States 
 O86 , Trinity Center Airport , United States 
