AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 LAX06WA053 , 12/06/2005 , VMC , Fatal(1) , Destroyed ,3988
 DEN06CA021 , 12/04/2005 , VMC , Non-Fatal , Substantial ,3989
 LAX06CA081 , 12/03/2005 , VMC , Non-Fatal , Substantial ,3990
 SEA06CA023 , 12/03/2005 , VMC , Non-Fatal , Substantial ,3991
 NYC06CA041 , 12/03/2005 , VMC , Non-Fatal , Substantial ,3992
 LAX06WA051 , 12/02/2005 , VMC , Fatal(4) , Destroyed ,3993
 LAX06CA050 , 12/01/2005 , VMC , Non-Fatal , Substantial ,3994
 NYC06FA040 , 12/01/2005 , IMC , Fatal(1) , Destroyed ,3995
 DFW06FA037 , 12/01/2005 , VMC , Fatal(3) , Destroyed ,3996
 CHI06WA041 , 12/01/2005 , VMC , Non-Fatal , Substantial ,3997
 ENG06RA004 , 12/01/2005 , VMC , Incident , Minor ,3998
 ATL06CA020 , 11/30/2005 , VMC , Non-Fatal , Substantial ,3999
 SEA06CA024 , 11/30/2005 , VMC , Non-Fatal , Substantial ,4000
 CHI06CA039 , 11/30/2005 , VMC , Non-Fatal , Substantial ,4001
 SEA06FA022 , 11/29/2005 , IMC , Fatal(1) , Destroyed ,4002
 LAX06FA049 , 11/28/2005 , VMC , Fatal(1) , Destroyed ,4003
 CHI06LA038 , 11/28/2005 , VMC , Non-Fatal , Substantial ,4004
 DEN06IA020 , 11/28/2005 , VMC , Incident , Minor ,4005
 DFW06CA034 , 11/28/2005 , VMC , Non-Fatal , Substantial ,4006
 DCA06IA007 , 11/28/2005 , VMC , Incident , Minor ,4007
 NYC06LA039 , 11/27/2005 , VMC , Fatal(1) , Destroyed ,4008
 CHI06FA037 , 11/27/2005 , IMC , Fatal(3) , Destroyed ,4009
 ATL06LA019 , 11/27/2005 , VMC , Fatal(1) , Substantial ,4010
 LAX06LA048 , 11/27/2005 , VMC , Non-Fatal , Substantial ,4011
 NYC06LA038 , 11/26/2005 , VMC , Non-Fatal , Substantial ,4012
 SEA06CA030 , 11/26/2005 , VMC , Non-Fatal , Substantial ,4013
 SEA06CA020 , 11/25/2005 , VMC , Non-Fatal , Substantial ,4014
 LAX06CA046 , 11/25/2005 , VMC , Non-Fatal , Substantial ,4015
 NYC06IA036 , 11/24/2005 , VMC , Incident , Minor ,4016
 LAX06CA045 , 11/24/2005 , VMC , Non-Fatal , Substantial ,4017
 LAX06CA052 , 11/24/2005 , VMC , Non-Fatal , Substantial ,4018
 NYC06CA037 , 11/23/2005 , VMC , Non-Fatal , Substantial ,4019
 MIA06FA024 , 11/23/2005 , VMC , Fatal(2) , Substantial ,4020
 DEN06IA019 , 11/23/2005 , VMC , Incident , Minor ,4021
 DFW06CA033 , 11/23/2005 , VMC , Non-Fatal , Substantial ,4022
 DFW06CA035 , 11/23/2005 , VMC , Non-Fatal , Substantial ,4023
 CHI06CA040 , 11/22/2005 , VMC , Non-Fatal , Substantial ,4024
 NYC06FA034 , 11/22/2005 , IMC , Fatal(1) , Substantial ,4025
 SEA06LA021 , 11/22/2005 , VMC , Non-Fatal , Substantial ,4026
 DFW06CA032 , 11/21/2005 , VMC , Non-Fatal , Substantial ,4027
 SEA06IA019 , 11/21/2005 , VMC , Incident , Minor ,4028
 DEN06FA018 , 11/21/2005 , VMC , Fatal(1) , Destroyed ,4029
 MIA06WA023 , 11/21/2005 , IMC , Fatal(6) , Substantial ,4030
 CHI06LA034 , 11/20/2005 , VMC , Non-Fatal , Substantial ,4031
 LAX06LA044 , 11/20/2005 , VMC , Non-Fatal , Substantial ,4032
 MIA06FA022A , 11/20/2005 , VMC , Fatal(1) , Substantial ,4033
 MIA06FA022B , 11/20/2005 , VMC , Fatal(1) , Substantial ,4034
 ANC06CA010 , 11/20/2005 , VMC , Non-Fatal , Substantial ,4035
 NYC06LA033 , 11/19/2005 , VMC , Non-Fatal , Substantial ,4036
 LAX06CA042 , 11/19/2005 , VMC , Non-Fatal , Substantial ,4037
 LAX06FA043 , 11/19/2005 , VMC , Fatal(4) , Destroyed ,4038
 LAX06LA041 , 11/19/2005 , VMC , Fatal(2) , Destroyed ,4039
 NYC06RA032 , 11/19/2005 , IMC , Fatal(8) , Destroyed ,4040
 CHI06TA033 , 11/18/2005 , VMC , Non-Fatal , Substantial ,4041
 DEN06GA017 , 11/18/2005 , VMC , Fatal(1) , Destroyed ,4042
 ATL06CA017 , 11/18/2005 , VMC , Non-Fatal , Substantial ,4043
 MIA06CA021 , 11/18/2005 , VMC , Non-Fatal , Substantial ,4044
 LAX06CA040 , 11/18/2005 , VMC , Non-Fatal , Substantial ,4045
 DFW06WA036 , 11/18/2005 , VMC , Fatal(3) , Substantial ,4046
 LAX06CA038 , 11/17/2005 , VMC , Non-Fatal , Substantial ,4047
 LAX06CA037 , 11/16/2005 , VMC , Non-Fatal , Substantial ,4048
 ATL06CA016 , 11/16/2005 , VMC , Non-Fatal , Substantial ,4049
 SEA06CA017 , 11/16/2005 , VMC , Non-Fatal , Substantial ,4050
 CHI06FA032 , 11/16/2005 , IMC , Fatal(1) , Destroyed ,4051
 CHI06LA036 , 11/15/2005 , VMC , Non-Fatal , Substantial ,4052
 LAX06LA036 , 11/15/2005 , VMC , Non-Fatal , Substantial ,4053
 DEN06LA014 , 11/15/2005 , VMC , Non-Fatal , Substantial ,4054
 MIA06LA019 , 11/15/2005 , VMC , Non-Fatal , Substantial ,4055
 NYC06CA030 , 11/15/2005 , VMC , Non-Fatal , Substantial ,4056
 MIA06WA018 , 11/14/2005 , IMC , Fatal(6) , Destroyed ,4057
 DFW06CA029 , 11/13/2005 , VMC , Non-Fatal , Substantial ,4058
 LAX06CA033 , 11/13/2005 , VMC , Non-Fatal , Substantial ,4059
 ATL06CA015 , 11/13/2005 , VMC , Non-Fatal , Substantial ,4060
 LAX06LA034 , 11/13/2005 , VMC , Non-Fatal , Substantial ,4061
 LAX06LA032 , 11/13/2005 , VMC , Non-Fatal , Substantial ,4062
 CHI06LA031 , 11/12/2005 , VMC , Non-Fatal , Substantial ,4063
 LAX06CA035 , 11/12/2005 , VMC , Non-Fatal , Substantial ,4064
 MIA06CA025 , 11/12/2005 , VMC , Non-Fatal , Substantial ,4065
 DEN06LA015 , 11/11/2005 , VMC , Non-Fatal , Substantial ,4066
 DFW06LA028 , 11/11/2005 , VMC , Fatal(1) , Substantial ,4067
 ATL06LA014 , 11/11/2005 , VMC , Fatal(1) , Substantial ,4068
 NYC06CA031 , 11/11/2005 , VMC , Non-Fatal , Substantial ,4069
 LAX06LA030 , 11/10/2005 , VMC , Non-Fatal , Substantial ,4070
 DFW06CA031 , 11/10/2005 , VMC , Non-Fatal , Substantial ,4071
 DFW06CA030 , 11/09/2005 , VMC , Non-Fatal , Substantial ,4072
 NYC06FA029 , 11/09/2005 , VMC , Fatal(2) , Substantial ,4073
 LAX06FA031 , 11/09/2005 , VMC , Fatal(1) , Destroyed ,4074
 CHI06FA030 , 11/09/2005 , VMC , Fatal(1) , Substantial ,4075
 DCA06WA003 , 11/09/2005 , VMC , Incident ,  ,4076
 OPS06IA001 , 11/09/2005 , VMC , Incident ,  ,4077
 DEN06FA013 , 11/08/2005 , VMC , Fatal(1) , Destroyed ,4078
 LAX06LA029 , 11/08/2005 , VMC , Non-Fatal , Substantial ,4079
 CHI06FA026 , 11/08/2005 , VMC , Fatal(2) , Destroyed ,4080
 CHI06LA027 , 11/08/2005 , VMC , Non-Fatal , Substantial ,4081
 NYC06LA028 , 11/08/2005 , VMC , Non-Fatal , Substantial ,4082
 NYC06FA027 , 11/08/2005 , VMC , Non-Fatal , Destroyed ,4083
 MIA06WA020 , 11/07/2005 , VMC , Incident , Minor ,4084
 DCA06WA004 , 11/07/2005 , VMC , Unavailable , Substantial ,4085
 DEN06CA012 , 11/07/2005 , VMC , Non-Fatal , Substantial ,4086
 LAX06CA026 , 11/07/2005 , VMC , Non-Fatal , Substantial ,4087
 ATL06CA013 , 11/07/2005 , VMC , Non-Fatal , Substantial ,4088
 ATL06CA118 , 11/07/2005 , VMC , Non-Fatal , Substantial ,4089
 CHI06CA028 , 11/06/2005 , VMC , Non-Fatal , Substantial ,4090
 DFW06FA021 , 11/06/2005 , IMC , Fatal(2) , Destroyed ,4091
 MIA06LA015 , 11/06/2005 , VMC , Non-Fatal , Substantial ,4092
 DFW06CA026 , 11/06/2005 , VMC , Non-Fatal , Substantial ,4093
 DFW06CA022 , 11/06/2005 , VMC , Non-Fatal , Substantial ,4094
 DCA06WA008A , 11/06/2005 , VMC , Non-Fatal , Substantial ,4095
 DCA06WA006 , 11/06/2005 , VMC , Incident ,  ,4096
 DCA06WA008B , 11/06/2005 , VMC , Non-Fatal ,  ,4097
 CHI06CA029 , 11/05/2005 , VMC , Non-Fatal , Substantial ,4098
 DFW06CA020 , 11/05/2005 , VMC , Non-Fatal , Substantial ,4099
 DFW06LA027 , 11/05/2005 , VMC , Fatal(1) , Destroyed ,4100
 NYC06FA025A , 11/05/2005 , VMC , Fatal(1) , Substantial ,4101
 NYC06FA025B , 11/05/2005 , VMC , Fatal(1) , Substantial ,4102
 NYC06LA026 , 11/05/2005 , VMC , Non-Fatal , Substantial ,4103
 ATL06CA012 , 11/05/2005 , VMC , Non-Fatal , Substantial ,4104
 ATL06CA018 , 11/05/2005 , VMC , Non-Fatal , Substantial ,4105
 DFW06FA019 , 11/05/2005 , VMC , Fatal(2) , Destroyed ,4106
 ANC06TA009 , 11/05/2005 , VMC , Non-Fatal , Substantial ,4107
 LAX06CA027 , 11/04/2005 , VMC , Non-Fatal , Substantial ,4108
 MIA06WA016 , 11/04/2005 , VMC , Fatal(1) , Destroyed ,4109
 LAX06CA025 , 11/03/2005 , VMC , Non-Fatal , Substantial ,4110
 MIA06WA017 , 11/03/2005 , VMC , Incident , Minor ,4111
 SEA06WA016 , 11/03/2005 , VMC , Fatal(2) , Substantial ,4112
 DFW06WA023 , 11/02/2005 , VMC , Fatal(2) , Destroyed ,4113
 CHI06CA025 , 11/02/2005 , VMC , Non-Fatal , Destroyed ,4114
 SEA06CA018 , 11/02/2005 , VMC , Non-Fatal , Substantial ,4115
 LAX06LA024 , 11/02/2005 , VMC , Non-Fatal , Destroyed ,4116
 DFW06CA018 , 11/02/2005 , VMC , Non-Fatal , Substantial ,4117
 NYC06CA020 , 11/01/2005 , VMC , Non-Fatal , Substantial ,4118
 MIA06CA014 , 11/01/2005 , VMC , Non-Fatal , Substantial ,4119
 LAX06LA023 , 10/31/2005 , VMC , Non-Fatal , Substantial ,4120
 NYC06CA021 , 10/31/2005 , VMC , Non-Fatal , Substantial ,4121
 NYC06LA024 , 10/31/2005 , VMC , Non-Fatal , Substantial ,4122
 ATL06CA010 , 10/31/2005 , VMC , Non-Fatal , Substantial ,4123
 CHI06LA021 , 10/30/2005 , VMC , Non-Fatal , Substantial ,4124
 LAX06CA039 , 10/30/2005 , VMC , Non-Fatal , Substantial ,4125
 NYC06CA022 , 10/30/2005 , VMC , Non-Fatal ,  ,4126
 DCA06WA001 , 10/30/2005 , VMC , Incident ,  ,4127
 NYC06LA019 , 10/29/2005 , VMC , Non-Fatal , Substantial ,4128
 CHI06CA024 , 10/29/2005 , VMC , Non-Fatal , Substantial ,4129
 MIA06CA013 , 10/29/2005 , VMC , Non-Fatal , Substantial ,4130
 CHI06LA023 , 10/29/2005 , VMC , Non-Fatal , Destroyed ,4131
 LAX06CA021 , 10/29/2005 , VMC , Non-Fatal , Destroyed ,4132
 ATL06CA009 , 10/29/2005 , VMC , Non-Fatal , Substantial ,4133
 ATL06CA011 , 10/29/2005 , VMC , Non-Fatal , Substantial ,4134
 NYC06CA023 , 10/28/2005 , VMC , Non-Fatal , Substantial ,4135
 MIA06CA012 , 10/28/2005 , VMC , Non-Fatal , Substantial ,4136
 CHI06CA020 , 10/28/2005 , VMC , Non-Fatal , Substantial ,4137
 LAX06CA022 , 10/28/2005 , VMC , Non-Fatal , Substantial ,4138
 SEA06FA015 , 10/28/2005 , VMC , Non-Fatal , Substantial ,4139
 LAX06CA020 , 10/27/2005 , VMC , Non-Fatal , Substantial ,4140
 SEA06CA014 , 10/27/2005 , VMC , Non-Fatal , Substantial ,4141
 CHI06CA022 , 10/27/2005 , VMC , Non-Fatal , Substantial ,4142
 CHI06CA019 , 10/27/2005 , VMC , Non-Fatal , Substantial ,4143
 CHI06LA086 , 10/26/2005 , VMC , Non-Fatal , Substantial ,4144
 DEN06LA011 , 10/26/2005 , VMC , Non-Fatal , Substantial ,4145
 CHI06LA016 , 10/26/2005 , VMC , Non-Fatal ,  ,4146
 DFW06CA016 , 10/26/2005 , VMC , Non-Fatal , Substantial ,4147
 LAX06CA028 , 10/26/2005 , VMC , Non-Fatal , Substantial ,4148
 CHI06CA017 , 10/26/2005 , VMC , Non-Fatal , Substantial ,4149
 ANC06LA007 , 10/24/2005 , VMC , Non-Fatal , Substantial ,4150
 NYC06WA018 , 10/24/2005 , VMC , Fatal(4) , Destroyed ,4151
 NYC06FA015 , 10/23/2005 , VMC , Fatal(1) , Destroyed ,4152
 ANC06CA008 , 10/23/2005 , VMC , Non-Fatal , Substantial ,4153
 DFW06CA014 , 10/23/2005 , VMC , Non-Fatal , Substantial ,4154
 ANC06CA006 , 10/23/2005 , VMC , Non-Fatal , Substantial ,4155
 DFW06CA011 , 10/22/2005 , VMC , Non-Fatal , Substantial ,4156
 DFW06CA013 , 10/22/2005 , VMC , Non-Fatal , Substantial ,4157
 DFW06CA009 , 10/22/2005 , VMC , Non-Fatal , Substantial ,4158
 SEA06CA010 , 10/22/2005 , VMC , Non-Fatal , Substantial ,4159
 DEN06FA010 , 10/22/2005 , VMC , Fatal(2) , Destroyed ,4160
 LAX06LA016 , 10/22/2005 , VMC , Fatal(1) , Substantial ,4161
 DFW06CA015 , 10/22/2005 , VMC , Non-Fatal , Substantial ,4162
 NYC06LA016 , 10/22/2005 , VMC , Non-Fatal ,  ,4163
 LAX06WA018 , 10/22/2005 , VMC , Fatal(1) , Substantial ,4164
 CHI06WA015 , 10/22/2005 , VMC , Fatal(2) , Substantial ,4165
 WAS06RA004 , 10/22/2005 , VMC , Fatal(117) , Destroyed ,4166
 DFW06LA024 , 10/22/2005 , VMC , Non-Fatal ,  ,4167
 SEA06LA011 , 10/21/2005 , VMC , Non-Fatal , Substantial ,4168
 NYC06CA014 , 10/21/2005 , VMC , Non-Fatal , Substantial ,4169
 NYC06CA013 , 10/21/2005 , VMC , Non-Fatal , Substantial ,4170
 NYC06CA017 , 10/21/2005 , VMC , Non-Fatal , Substantial ,4171
 DEN06LA005 , 10/21/2005 , VMC , Non-Fatal , Substantial ,4172
 SEA06LA012 , 10/20/2005 , VMC , Non-Fatal , Substantial ,4173
 SEA06CA009 , 10/20/2005 , VMC , Non-Fatal , Substantial ,4174
 WAS06WA003 , 10/20/2005 , VMC , Fatal(2) , Destroyed ,4175
 MIA06CA011 , 10/19/2005 , VMC , Non-Fatal , Substantial ,4176
 CHI06CA014 , 10/19/2005 , VMC , Non-Fatal , Substantial ,4177
 DFW06CA017 , 10/19/2005 , VMC , Non-Fatal , Substantial ,4178
 MIA06FA008 , 10/19/2005 , IMC , Fatal(1) , Destroyed ,4179
 LAX06LA015 , 10/19/2005 , VMC , Non-Fatal , Substantial ,4180
 NYC06CA012 , 10/19/2005 , VMC , Non-Fatal , Substantial ,4181
 LAX06CA013 , 10/19/2005 , VMC , Non-Fatal , Substantial ,4182
 DFW06LA010 , 10/18/2005 , VMC , Non-Fatal , Substantial ,4183
 MIA06CA005 , 10/18/2005 , VMC , Non-Fatal , Substantial ,4184
 LAX06LA017 , 10/17/2005 , VMC , Non-Fatal , Substantial ,4185
 CHI06IA011 , 10/17/2005 , VMC , Incident , Minor ,4186
 LAX06FA014 , 10/17/2005 , VMC , Fatal(3) , Destroyed ,4187
 DFW06CA008 , 10/17/2005 , VMC , Non-Fatal , Substantial ,4188
 SEA06WA042 , 10/17/2005 , IMC , Fatal(1) , Destroyed ,4189
 NYC06LA011 , 10/16/2005 , VMC , Non-Fatal , Substantial ,4190
 MIA06FA007 , 10/16/2005 , VMC , Fatal(1) , Substantial ,4191
 ATL06LA008 , 10/16/2005 , VMC , Fatal(1) , Substantial ,4192
 DFW06LA007 , 10/16/2005 , VMC , Non-Fatal , Substantial ,4193
 WAS06WA002 , 10/16/2005 , VMC , Fatal(5) , Destroyed ,4194
 CHI06CA013 , 10/16/2005 , VMC , Non-Fatal , Substantial ,4195
 MIA06CA010 , 10/16/2005 , VMC , Non-Fatal , Substantial ,4196
 SEA06LA005 , 10/15/2005 , VMC , Non-Fatal , Substantial ,4197
 CHI06LA012 , 10/15/2005 , VMC , Non-Fatal , Substantial ,4198
 SEA06LA006 , 10/15/2005 , VMC , Non-Fatal , Substantial ,4199
 ATL06LA007 , 10/15/2005 , VMC , Fatal(1) , Destroyed ,4200
 SEA06FA007 , 10/15/2005 , VMC , Fatal(3) , Destroyed ,4201
 MIA06LA006 , 10/15/2005 , VMC , Fatal(1) , Substantial ,4202
 LAX06CA010 , 10/15/2005 , VMC , Non-Fatal , Substantial ,4203
 LAX06CA019 , 10/15/2005 , VMC , Non-Fatal , Substantial ,4204
 CHI06CA035 , 10/15/2005 , VMC , Non-Fatal , Substantial ,4205
 DFW06WA012 , 10/15/2005 , VMC , Incident , Minor ,4206
 ATL06CA006 , 10/14/2005 , VMC , Non-Fatal , Substantial ,4207
 CHI06CA009 , 10/14/2005 , VMC , Non-Fatal , Substantial ,4208
 LAX06LA006 , 10/14/2005 , VMC , Fatal(2) , Substantial ,4209
 LAX06IA011 , 10/14/2005 , VMC , Incident , Minor ,4210
 CHI06FA010A , 10/14/2005 , VMC , Fatal(4) , Destroyed ,4211
 CHI06FA010B , 10/14/2005 , VMC , Fatal(4) , Destroyed ,4212
 ANC06LA005 , 10/14/2005 , VMC , Non-Fatal , Substantial ,4213
 ATL06CA005 , 10/14/2005 , VMC , Non-Fatal , Substantial ,4214
 SEA06CA013 , 10/13/2005 , VMC , Non-Fatal , Substantial ,4215
 NYC06LA010 , 10/13/2005 , VMC , Fatal(1) , Substantial ,4216
 CHI06CA008 , 10/13/2005 , IMC , Non-Fatal , Substantial ,4217
 LAX06LA009A , 10/12/2005 , VMC , Non-Fatal , Minor ,4218
 LAX06LA009B , 10/12/2005 , VMC , Non-Fatal , Substantial ,4219
 DFW06CA004 , 10/12/2005 , VMC , Non-Fatal , Substantial ,4220
 ATL06CA004 , 10/12/2005 , VMC , Non-Fatal , Substantial ,4221
 DEN06LA007 , 10/11/2005 , VMC , Non-Fatal , Substantial ,4222
 NYC06CA008 , 10/11/2005 , VMC , Non-Fatal , Substantial ,4223
 LAX06CA007 , 10/11/2005 , VMC , Non-Fatal , Substantial ,4224
 LAX06CA008 , 10/11/2005 , VMC , Non-Fatal , Substantial ,4225
 NYC06CA009 , 10/11/2005 , VMC , Non-Fatal , Substantial ,4226
 DEN06IA008 , 10/10/2005 , IMC , Incident , Minor ,4227
 LAX06FA005 , 10/10/2005 , VMC , Fatal(2) , Destroyed ,4228
 CHI06CA003 , 10/10/2005 , VMC , Non-Fatal , Substantial ,4229
 CHI06CA004 , 10/09/2005 , VMC , Non-Fatal , Substantial ,4230
 CHI06LA006 , 10/09/2005 , VMC , Non-Fatal , Substantial ,4231
 ANC06CA004 , 10/09/2005 , VMC , Non-Fatal , Substantial ,4232
 CHI06LA005 , 10/09/2005 , IMC , Fatal(1) , Destroyed ,4233
 ANC06CA003 , 10/09/2005 , VMC , Non-Fatal , Substantial ,4234
 MIA06LA004 , 10/09/2005 , VMC , Non-Fatal , Destroyed ,4235
 ENG06IA001 , 10/09/2005 , VMC , Incident , Minor ,4236
 ATL06LA003 , 10/08/2005 , IMC , Fatal(1) , Substantial ,4237
 DEN06LA002 , 10/08/2005 , VMC , Non-Fatal , Substantial ,4238
 DEN06LA003 , 10/08/2005 , VMC , Non-Fatal , Destroyed ,4239
 SEA06CA008 , 10/08/2005 , VMC , Non-Fatal , Substantial ,4240
 LAX06CA012 , 10/08/2005 , VMC , Non-Fatal , Substantial ,4241
 NYC06CA006 , 10/07/2005 , IMC , Non-Fatal , Substantial ,4242
 SEA06LA004 , 10/07/2005 , VMC , Non-Fatal , Substantial ,4243
 DEN06LA004 , 10/07/2005 , VMC , Fatal(1) , Destroyed ,4244
 NYC06FA004 , 10/07/2005 , IMC , Fatal(3) , Destroyed ,4245
 DEN06CA009 , 10/07/2005 , VMC , Non-Fatal ,  ,4246
 NYC06MA005 , 10/07/2005 , IMC , Fatal(1) , Destroyed ,4247
 CHI06CA002 , 10/06/2005 , VMC , Non-Fatal , Substantial ,4248
 LAX06WA004 , 10/06/2005 , VMC , Fatal(2) , Substantial ,4249
 ANC06TA002 , 10/06/2005 , VMC , Non-Fatal , Substantial ,4250
 DFW06FAMS1 , 10/06/2005 , VMC , Fatal(3) , Destroyed ,4251
 DEN06CA006 , 10/06/2005 , VMC , Non-Fatal , Substantial ,4252
 NYC06RA003 , 10/06/2005 , IMC , Fatal(1) , Destroyed ,4253
 CHI06CA007 , 10/05/2005 , VMC , Non-Fatal , Substantial ,4254
 DFW06CA003 , 10/05/2005 , VMC , Non-Fatal , Substantial ,4255
 MIA06CA003 , 10/05/2005 , IMC , Non-Fatal , Substantial ,4256
 DFW06CA005 , 10/04/2005 , VMC , Non-Fatal , Substantial ,4257
 DFW06CA002 , 10/04/2005 , VMC , Non-Fatal , Substantial ,4258
 DEN06FA001 , 10/04/2005 , IMC , Fatal(2) , Destroyed ,4259
 CHI06CA001 , 10/04/2005 , VMC , Non-Fatal , Substantial ,4260
 NYC06WA007 , 10/04/2005 , VMC , Non-Fatal , Substantial ,4261
 DFW06WA006 , 10/04/2005 , VMC , Fatal(4) , Destroyed ,4262
 ATL06CA002 , 10/04/2005 , VMC , Non-Fatal , Substantial ,4263
 SEA06CA002 , 10/03/2005 , VMC , Non-Fatal , Substantial ,4264
 LAX06CA003 , 10/03/2005 , VMC , Non-Fatal , Substantial ,4265
 LAX06CA001 , 10/03/2005 , VMC , Non-Fatal , Substantial ,4266
 NYC06LA002 , 10/03/2005 , VMC , Non-Fatal ,  ,4267
 MIA06LA001 , 10/03/2005 , VMC , Non-Fatal , Substantial ,4268
 MIA06LA002 , 10/03/2005 , VMC , Non-Fatal , Substantial ,4269
 NYC06CA053 , 10/03/2005 , VMC , Non-Fatal , Substantial ,4270
 ANC06LA001 , 10/02/2005 , VMC , Non-Fatal , Substantial ,4271
 NYC06CA001 , 10/02/2005 , VMC , Non-Fatal , Substantial ,4272
 MIA06CA009 , 10/02/2005 , VMC , Non-Fatal , Substantial ,4273
 LAX06CA002 , 10/02/2005 , VMC , Non-Fatal , Substantial ,4274
 DEN06LA016 , 10/02/2005 , VMC , Non-Fatal , Minor ,4275
 WAS06WA001 , 10/02/2005 , VMC , Fatal(4) , Destroyed ,4276
 DFW06CA001 , 10/02/2005 , VMC , Non-Fatal , Substantial ,4277
 ATL06CA001 , 10/01/2005 , VMC , Non-Fatal , Substantial ,4278
 SEA06CA001 , 10/01/2005 , VMC , Non-Fatal , Destroyed ,4279
 SEA06LA003 , 10/01/2005 , VMC , Non-Fatal , Substantial ,4280
 LAX05CA322 , 09/30/2005 , VMC , Non-Fatal , Substantial ,4281
 ANC05LA150 , 09/30/2005 , IMC , Non-Fatal , Substantial ,4282
 IAD05LA144 , 09/30/2005 , VMC , Non-Fatal , Substantial ,4283
 ANC05CA151 , 09/30/2005 , VMC , Non-Fatal , Substantial ,4284
 MIA05LA164 , 09/30/2005 , VMC , Non-Fatal , Destroyed ,4285
 DEN05LA150 , 09/30/2005 , VMC , Non-Fatal , Substantial ,4286
 DFW05FA251 , 09/30/2005 , VMC , Fatal(2) , Destroyed ,4287
 CHI05LA276 , 09/30/2005 , VMC , Fatal(1) , Substantial ,4288
 MIA05WA165 , 09/30/2005 , VMC , Fatal(1) , Destroyed ,4289
 ATL05CA165 , 09/30/2005 , VMC , Non-Fatal , Substantial ,4290
 SEA05MA202 , 09/29/2005 , IMC , Fatal(3) , Destroyed ,4291
 DFW05CA253 , 09/29/2005 , VMC , Non-Fatal , Substantial ,4292
 LAX05LA321 , 09/28/2005 , VMC , Fatal(1) , Substantial ,4293
 LAX05CA320 , 09/28/2005 , VMC , Non-Fatal , Substantial ,4294
 DEN05CA149 , 09/28/2005 , VMC , Non-Fatal , Substantial ,4295
 SEA05FA201 , 09/28/2005 , VMC , Fatal(2) , Destroyed ,4296
 ATL05CA164 , 09/28/2005 , VMC , Non-Fatal , Substantial ,4297
 LAX05LA319 , 09/27/2005 , VMC , Non-Fatal , Substantial ,4298
 MIA05WA162 , 09/27/2005 , VMC , Fatal(1) , Destroyed ,4299
 SEA05WA203 , 09/27/2005 , VMC , Fatal(2) , Destroyed ,4300
 CHI05CA275 , 09/27/2005 , VMC , Non-Fatal , Substantial ,4301
 DFW05WA254 , 09/26/2005 , VMC , Fatal(1) , Destroyed ,4302
 CHI05LA277 , 09/26/2005 , IMC , Non-Fatal , Substantial ,4303
 LAX05LA317 , 09/26/2005 , VMC , Non-Fatal , Substantial ,4304
 LAX05LA318 , 09/25/2005 , VMC , Non-Fatal , Substantial ,4305
 IAD05CA148 , 09/25/2005 , VMC , Non-Fatal , Substantial ,4306
 MIA05CA161 , 09/25/2005 , VMC , Non-Fatal , Destroyed ,4307
 MIA05CA163 , 09/25/2005 , VMC , Non-Fatal , Substantial ,4308
 NYC05CA147 , 09/25/2005 , VMC , Non-Fatal , Substantial ,4309
 SEA05CA200 , 09/24/2005 , IMC , Non-Fatal , Substantial ,4310
 LAX05WA323 , 09/24/2005 , IMC , Fatal(2) , Destroyed ,4311
 IAD05LA142 , 09/24/2005 , VMC , Fatal(2) , Substantial ,4312
 IAD05CA141 , 09/24/2005 , VMC , Non-Fatal ,  ,4313
 CHI05FA274 , 09/24/2005 , VMC , Fatal(3) , Substantial ,4314
 SEA05MA199 , 09/23/2005 , IMC , Fatal(3) , Substantial ,4315
 IAD05CA140 , 09/23/2005 , VMC , Non-Fatal , Substantial ,4316
 LAX05LA315 , 09/23/2005 , VMC , Non-Fatal , Substantial ,4317
 MIA05CA160 , 09/23/2005 , VMC , Non-Fatal , Substantial ,4318
 DEN05CA147 , 09/23/2005 , VMC , Non-Fatal , Substantial ,4319
 NYC05CA146 , 09/23/2005 , VMC , Non-Fatal , Substantial ,4320
 NYC05LA145 , 09/22/2005 , VMC , Non-Fatal , Substantial ,4321
 CHI05IA273 , 09/22/2005 , VMC , Incident , Minor ,4322
 CHI05FA272 , 09/22/2005 , VMC , Fatal(1) , Destroyed ,4323
 DFW05CA248 , 09/22/2005 , VMC , Non-Fatal , Substantial ,4324
 LAX05CA314 , 09/22/2005 , VMC , Non-Fatal , Substantial ,4325
 DFW05FA244 , 09/21/2005 , VMC , Fatal(2) , Destroyed ,4326
 SEA05LA198 , 09/21/2005 , VMC , Fatal(1) , Substantial ,4327
 LAX05TA306 , 09/21/2005 , VMC , Non-Fatal , Substantial ,4328
 LAX05LA309 , 09/21/2005 , VMC , Non-Fatal , Substantial ,4329
 LAX05LA308 , 09/21/2005 , VMC , Non-Fatal , Substantial ,4330
 ANC05LA149 , 09/21/2005 , VMC , Non-Fatal , Substantial ,4331
 LAX05IA312 , 09/21/2005 , VMC , Incident , Minor ,4332
 DFW05CA250 , 09/21/2005 , VMC , Non-Fatal , Substantial ,4333
 SEA05CA197 , 09/21/2005 , VMC , Non-Fatal , Substantial ,4334
 DFW05WA245 , 09/21/2005 , VMC , Fatal(9) , Destroyed ,4335
 DFW05CA247 , 09/21/2005 , VMC , Non-Fatal , Destroyed ,4336
 LAX05CA313 , 09/21/2005 , VMC , Non-Fatal , Substantial ,4337
