RegistrationNumber,AircraftCategory,Make,Model,AmateurBuilt,NumberofEngines,EngineType,passenger_seats,AirportCode
 N1907A , Airplane , Piper , PA-18 , No ,1, Reciprocating ,350,MTR
 N8624X , Airplane , Cessna ,180, No ,1, Reciprocating ,151, N/A 
 N8270M ,Airplane, Piper , PA-28-161 , No ,1, Reciprocating ,322,NEJ
 N90421 , Helicopter , SIKORSKY , S76 , No ,2, Turbo Shaft ,258,XEQ
 N667JM ,Airplane, Bell , 206B , No ,1, Turbo Shaft ,199, LGB 
 N9083G ,Airplane, Cessna , A188B , No ,1, Reciprocating ,288, KHKA 
 N2426S , Airplane , Cessna , 182T , No ,1, Reciprocating ,322, EFD 
 N9331S , Airplane , Beech , C23 , No ,1, Reciprocating ,304,YMT
 N209SL , Airplane , Cirrus Design Corp. , SR22 , No ,1, Reciprocating ,294, N07 
 N8276C , Airplane , Piper , PA-22 (20) , No ,1, Reciprocating ,212, MYL 
N7295Q,Airplane, Boeing , B737-200 , No ,2,Reciprocating,199,TFQ
 N60770 , Airplane , Christen Industries , S-2B , No ,1, Reciprocating ,294,ESO
 N5320R , Airplane , Cessna , 172F , No ,1, Reciprocating ,340,DGI
 N53056 , Airplane , Cessna , 172S , No ,1, Reciprocating ,217, E77 
 N61LA , Helicopter , Robinson , R22 Beta , No ,1, Reciprocating ,171, JVL 
N5052D,Airplane, Hughes , 300AG , No ,2,Reciprocating,214,JCG
 N2942Y ,Airplane, Cessna , 182E , No ,1, Reciprocating ,272,VEO
 N220EZ ,Airplane, Hanson , VariEze , Yes ,1, Reciprocating ,271,OQL
 N912TT ,Airplane, Goodlett , Safari , Yes ,1, Reciprocating ,382,UZO
 N4707U , Airplane , Cessna ,180, No ,1, Reciprocating ,197,QIQ
 N505EA , Airplane , Eclipse Aviation , HXB , No ,2, Turbo Fan ,296, ABQ 
 N63995 , Airplane , Champion , 7KCAB , No ,1, Reciprocating ,352,LDH
 N20925 , Helicopter , West , Revolution Mini 500 , Yes ,1, Reciprocating ,163, 86G 
N2443F,Airplane, Piper , PA-31-400 , No ,2,Reciprocating,281,FTZ
 N220SH ,Airplane, Aerospatiale , SA315B , No ,1, Turbo Shaft ,249, U69 
 N9964M ,Airplane, Cessna ,207, No ,1, Reciprocating ,220, PAOT 
 N5070A ,Airplane, Cessna ,172, No ,1, Reciprocating ,392, YUM 
 N30491 ,Airplane, Cessna , 177A , No ,1, Reciprocating ,269, TEB 
 N972SP ,Airplane, Cessna , 172S , No ,1, Reciprocating ,257, N31 
 None ,Airplane, Kirner , Fisher FP404 , Yes ,1, Reciprocating ,354,MXG
 N4991F ,Airplane, Cessna ,206, No ,1, Reciprocating ,295, AK76 
 N12QJ ,Airplane, Ballhagen/Shyrock , Q-2 , Yes ,1, Reciprocating ,389, MT95 
 N821AA ,Airplane, Dassault/Sud , Falcon 20D , No ,2, Turbo Fan ,388, LPR 
 N1644M , Airplane , Cessna , A185E , No ,1, Reciprocating ,224, CPU 
 N2686Z , Airplane , Bellanca , 7ECA , No ,1, Reciprocating ,172,VKA
 N59539 ,Airplane, Bell , 206B , No ,1, Turbo Shaft ,383,XJU
N8720I,Airplane, Piper , PA-31-350 , No ,2,Reciprocating,230,ZIT
 N2333J ,Airplane, Piper , PA-18-150 , No ,1, Reciprocating ,176,BSI
 N414LF , Glider , Schweizer , SGS-2-32 , No ,0,Reciprocating,186, PHDH 
N4073N,Airplane, Piper , PA-23-250 , No ,2,Reciprocating,214,DWQ
 N4010M , Airplane , Ayres , S2R-T15 , No ,1, Turbo Prop ,319, T74 
 N505NR ,Airplane, Cessna , 182R ,No,1, Reciprocating ,345, ULM 
 N1829P ,Airplane, Piper , PA-22-150 , No ,1, Reciprocating ,155, 70S 
 N216RN ,Airplane, Avions Robin , R.2160 , No ,1, Reciprocating ,282,FXN
 N37855 ,Airplane, Porterfield , FP-65 , No ,1, Reciprocating ,187, PVT 
 N5213M ,Airplane, Cessna , 172S , No ,1, Reciprocating ,397, OPF 
 N9069E ,Airplane, Piper , PA-28R-180 , No ,1, Reciprocating ,372, OGD 
 N53893 , Airplane , Bellanca , 7ECA , No ,1, Reciprocating ,187, RHV 
 N4714F , Airplane , Cessna ,172, No ,1, Reciprocating ,285,GWB
 N3024U , Airplane , Ayres , S2R-G10 , No ,1, Turbo Prop ,276,HPP
 N855NW ,Airplane, Airbus Industrie , A330-223 , No ,2, Turbo Fan ,334, PDX 
 N363PH ,Airplane," Bombardier, Inc. ", DHC-8-202 , No ,2, Turbo Prop ,307, PDX 
 N925G ,Airplane, Burkhart Grob Flugzeugbau , G102 Club Astir IIIB , No ,0,Reciprocating,203, MEV 
 N88PS ,Airplane, Samson , Seawind 3000 , Yes ,1, Reciprocating ,253, KILM 
 N9094P ,Airplane, Allensworth , Baby Belle , Yes ,1, Reciprocating ,221,EVJ
 N77SA ,Airplane, Cessna ,441, No ,2, Turbo Prop ,219, ANC 
 N88432 , Airplane , Bellanca , 8GCBC , No ,1, Reciprocating ,373, DTS 
 N51623 , Airplane , Maule , M-5-210C , No ,1, Reciprocating ,220,TAA
 N4550N , Airplane , Air Tractor , AT-502 , No ,1, Turbo Prop ,152,ELB
 N4670B , Airplane , Cessna ,152, No ,1, Reciprocating ,166, RVS 
 N8103V , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,357,BQB
 N5211L , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,274,IYU
 N91245 , Airplane , Cessna , 180J , No ,1, Reciprocating ,319, AFO 
 N228X , Airplane , Presley , RV-4 , Yes ,1, Reciprocating ,162, B19 
 N845SH , Helicopter , Robinson , R22 Beta , No ,1, Reciprocating ,386, BOI 
 N11661 , Airplane , Bellanca , 7KCAB , No ,1, Reciprocating ,342, 2S7 
 N1680Y ,Airplane, Cessna , 172C , No ,1, Reciprocating ,316, B10 
 N37KT ,Airplane, Terrio , Pober Jr Ace , Yes ,1, Reciprocating ,206,DUY
 N5104H ,Airplane, Piper , PA-14 , No ,1, Reciprocating ,391,HTM
 N3946R ,Airplane, Cessna , 172H , No ,1, Reciprocating ,214, 8G2 
 N8164H , Airplane , Piper , PA-28RT-201 ,No,1, Reciprocating ,216,MZI
 N777UH ,Airplane, Robinson , R22 , No ,1, Reciprocating ,304, 00V 
 N77DN , Airplane , Cessna ,414, No ,2, Reciprocating ,273, Y66 
 N4366K , Airplane , Piper , PA-28-236 , No ,1, Reciprocating ,286, E16 
 N337Z ,Airplane, Beech , 35-A33 , No ,1, Reciprocating ,325, AAT 
 N21670 , Airplane , Cessna , 172S , No ,1, Reciprocating ,166, SAV 
 N99746 ,Airplane, Ercoupe , 415-D , No ,1, Reciprocating ,378,OGV
 N11WG ,Airplane, Maule , Bee Dee M-4 , No ,1, Reciprocating ,269,SGG
N0839Q,Airplane, Boeing , 737-200 , No ,2,Reciprocating,208,CWB
 N160TX , Helicopter , Robinson , R-44 , No ,1, Reciprocating ,199, ODO 
 N7077N ,Airplane, WSK PZL , Mielec M-18A , No ,1, Turbo Prop ,233,HRW
 N184MH , Airplane , Hanek , Pitts S1S , Yes ,1, Reciprocating ,388, 39PN 
N5522V,Airplane, Cessna ,172, No ,2,Reciprocating,363,AUI
 N734MY , Airplane , Cessna , 172N , No ,1, Reciprocating ,252, RNM 
 N6741S , Airplane , Cessna ,152, No ,1, Reciprocating ,169, SFB 
 N262T , Airplane , Piper , PA-18-105 , No ,1, Reciprocating ,329, KCRE 
 N7546T ,Airplane, American Champion (ACAC) , 7KCAB , No ,1, Reciprocating ,181,YVZ
 N9285R ,Airplane, Piper , PA-32R-301 , No ,1, Reciprocating ,201, N99 
 N400KL ,Airplane, Gardner , SR3500 , Yes ,1, Reciprocating ,370, PAMR 
 N5333G ,Airplane, de Havilland , Beaver DHC-2 MK.1 , No ,1, Reciprocating ,307,ODQ
 N9138M ,Airplane, Cessna , U206E , No ,1, Reciprocating ,292,POZ
 N7399Z ,Airplane, Piper , PA-25-235 , No ,1, Reciprocating ,210, PVT 
 N505DF ,Airplane, Kircher , RV-8 , Yes ,1, Reciprocating ,315, LUM 
 N4970Y , Airplane , Yamokoski , Glastar , Yes ,1, Reciprocating ,289,BIW
 N6159X , Airplane , Cessna , 421C , No ,2, Reciprocating ,307,CKJ
 N7226M , Airplane , Beech , A36 , No ,1, Reciprocating ,176, O31 
 N93AF , Airplane , Cessna , 172R , No ,1, Reciprocating ,361,ZZF
 N6617P , Airplane , Piper , PA-24-180 , No ,1, Reciprocating ,295, 4N8 
 N2373P , Airplane , Piper , PA-22-150 , No ,1, Reciprocating ,167,UOE
 N6222V , Airplane , Beech ,36, No ,1, Reciprocating ,256, HLM 
N5848R,Airplane,Cessna, Vans RV-6 , Yes ,2,Reciprocating,169,HKH
 N34329 , Airplane , Cessna , 177B , No ,1, Reciprocating ,356, KOLV 
 N40624 , Airplane , Maule , M4-210C , No ,1, Reciprocating ,182, W95 
 N6459M , Airplane , Cessna ,152, No ,1, Reciprocating ,244,AMG
 N557TZ ,Airplane, Boeing , 757-33N , No ,2, Turbo Fan ,238, MDW 
 N90914 ,Airplane, Bellanca Aircraft Corporation , 7ECA , No ,1, Reciprocating ,336, 0FD3 
 N13833 ,Airplane, Piper , PA-18-150 , No ,1, Reciprocating ,387,OQD
 N862DP ,Airplane, Patch Dan F , Varieze , Yes ,1, Reciprocating ,182, SDM 
 N294T ,Airplane, Piper , PA-18-105 , No ,1, Reciprocating ,216,CUI
 N5467F ,Airplane, Alon , A-2A , No ,1, Reciprocating ,253, HLN 
 N7702X ,Airplane, Tichacek , N-3 Pup , Yes ,1, Reciprocating ,178, 70S 
 N4222R ,Airplane, Piper , PA-32-300 , No ,1, Reciprocating ,213,HLR
 N4545W ,Airplane, Air Tractor , AT-401 , No ,1, Turbo Prop ,394, T90 
 N425AH , Airplane , Piper , PA-12 , No ,1, Reciprocating ,281,WGX
 N627US , Airplane , BOEING , 747-200 , No ,4, Turbo Fan ,191, GUM 
 N6339G , Balloon , Aerostar International , RX-8 , No ,0,Reciprocating,279,KMQ
N0239G,Airplane, Boeing , MD-82 , No ,2,Reciprocating,158,UET
 CF-YKO , Airplane , Cessna , 150J , No ,1, Reciprocating ,189, RBG 
 N3575T , Airplane , Taylorcraft , F19 , No ,1, Reciprocating ,218,MXU
 N167H ,Airplane, Bell , 206B , No ,1, Turbo Shaft ,398,PPX
 N40504 ,Airplane, Piper , PA-23-250 , No ,2, Reciprocating ,295, S37 
 N7342P ,Airplane, Piper , PA-24-250 , No ,1, Reciprocating ,267, CNO 
 N1824W ,Airplane, Beech , A36 , No ,1, Reciprocating ,377, SME 
 N9892J ,Airplane, Cessna , 172N , No ,1, Reciprocating ,217, KCDC 
 N7172K , Airplane , Piper , PA-18A-135 , No ,1, Reciprocating ,178, CO20 
 N330P , Helicopter , Bell , 206L , No ,1, Turbo Shaft ,235,SFX
 N5863R , Airplane , Cessna , 172G , No ,1, Reciprocating ,287,LMR
 N8494E , Helicopter , Bell ,47, No ,1, Reciprocating ,242,VWT
 N6903K , Airplane , Grumman , G164B , No ,1, Reciprocating ,197,TXL
 N500FU , Helicopter , Hughes , 369E , No ,1, Turbo Shaft ,361,SBI
 N2631E ,Airplane, Cessna , 310R , No ,2, Reciprocating ,338,PXC
N1049T,Airplane, Boeing , MD-82 , No ,2,Reciprocating,151,CHL
 N8595C , Airplane , Piper ,22, No ,1, Reciprocating ,379, 72A 
 N359L ,Airplane, MK II , Legacy Sport , No ,1, Reciprocating ,285,LTF
 N4952Q , Airplane , Cessna , A188B , No ,1, Reciprocating ,345, KF89 
 N6222T , Airplane , Cessna , 150E , No ,1, Reciprocating ,184,MIJ
 N6045D , Airplane , Piper , PA-22-150 , No ,1, Reciprocating ,400, 4SD 
 N1399G , Airplane , Cessna , 402B , No ,2, Reciprocating ,266,PBP
N3821V,Airplane, Boeing , B737-300 , No ,2,Reciprocating,317,UZL
N8748L,Airplane, Ayres , S2R , No ,2,Reciprocating,231,GVE
 N117US ,Airplane, MBB , BK 117 B-1 , No ,2, Turbo Shaft ,327, 97J 
 N43PP ,Airplane, Prescott Aeronautical , Pusher , Yes ,1, Reciprocating ,296,POL
 N508DB ,Airplane, Barnes , Lancair Legacy , Yes ,1, Reciprocating ,323,LKZ
 N8828H ,Airplane, North American , Navion A (L-17B) , No ,1, Reciprocating ,186, Z98 
 N425SG ,Airplane, Cessna ,425, No ,2, Turbo Prop ,356,PXT
 N318JL ,Airplane, Piper , PA-31-350 , No ,2, Reciprocating ,199, KFLL 
 N2219S ,Airplane, Globe , GC-1B , No ,1, Reciprocating ,298, FL74 
 N7534W ,Airplane, Piper , PA-28-180 , No ,1, Reciprocating ,169, ERI 
 N9163A ,Airplane, Palen , Nieuport 11 , Yes ,1, Reciprocating ,299, NY94 
 N534SE ,Airplane, Robinson , R44 , No ,1, Reciprocating ,364, HFY 
 N9101R ,Airplane, Cessna , A188B , No ,1, Reciprocating ,378,BEI
 N6677P ,Airplane, Piper , PA-24-250 , No ,1, Reciprocating ,274, U15 
 N9950Q , Airplane , Piper , PA-18 , No ,1, Reciprocating ,292,CMG
 N1622T , Airplane , Navion , Navion G , No ,1, Reciprocating ,165, 4WA9 
 N9632 ,Airplane, Grumman , G-164A , No ,1, Reciprocating ,350, MIW 
 N5691B ,Airplane, Enstrom , 280C , No ,1, Reciprocating ,315,UHH
 N2082Q ,Airplane, Cessna , 177RG , No ,1, Reciprocating ,368,VUQ
 N63EB ,Airplane, Brabandt , RV-9A , Yes ,1, Reciprocating ,361,OZH
 N45679 ,Airplane, Cessna , 150M , No ,1, Reciprocating ,164, MSV 
 N402FD ,Airplane, Agusta SPA , SF 260D , No ,1, Reciprocating ,243, RDD 
 N488MC , Helicopter , Hughes , 269A , No ,1, Reciprocating ,175, S03 
 N8320A ,Airplane, Robinson , R22 Beta , No ,1, Reciprocating ,237, KLNA 
 N632FA ,Airplane, Cessna , 172S , No ,1, Reciprocating ,236, Z98 
 N2071D , Airplane , McCain , RV-8 , Yes ,1, Reciprocating ,212,ZNN
 N535HA , Helicopter , Hiller , UH-12E , No ,1, Turbo Shaft ,366,WBL
N3681U, Helicopter , SIKORSKY , S-76C+ ,No,2,Reciprocating,299,NGE
 N912PJ ,Airplane, Auseth , Kitfox IV , Yes ,1, Reciprocating ,236,EKJ
 N7880N , Airplane , Cessna , R172E , No ,1, Reciprocating ,227, NHK 
 N795WW ,Airplane, Cirrus Design Corp. , SR20 , No ,1, Reciprocating ,228, BRD 
 N4512Q ,Airplane, Piper , PA-28-161 , No ,1, Reciprocating ,288, IN73 
 N6601G , Airplane , Cessna , 150L , No ,1, Reciprocating ,217,PWN
 N177SJ ,Airplane, San Joaquin Helicopters , OH-58A+ , No ,1, Turbo Shaft ,358,SNC
 N553Y ,Airplane, Grumman , G-164 , No ,1, Reciprocating ,325,RUJ
 N717DR ,Airplane, Piper , PA-18-150 , No ,1, Reciprocating ,313,OOX
 N9408T ,Airplane, Cessna ,210, No ,1, Reciprocating ,358, RAP 
 N750F ,Airplane, Ainsworth , Lancair 4P Turbine , Yes ,1, Reciprocating ,337,CHU
 N9041Q , Airplane , Grumman , G-164 , No ,1, Reciprocating ,295,VMV
 N7794V , Airplane , Rockwell , S-2R , No ,1, Turbo Prop ,160,NNZ
 N78481 , Airplane , Piper , PA-12 , No ,1, Reciprocating ,357,TDC
 N6480A , Airplane , Cessna ,182, No ,1, Reciprocating ,185,YOL
 N58431 , Helicopter , Hughes , 369D , No ,1, Turbo Shaft ,278, VGT 
 N274DW , Glider , Schleicher , ASW-27b , No ,0,Reciprocating,200, TX27 
 N5616M ,Airplane, Taylorcraft , BC12D-85 , No ,1, Reciprocating ,385,SHJ
 N1212V ,Airplane, Beech , V35B , No ,1, Reciprocating ,176,LCT
 N4080J ,Airplane, Cessna , 150G , No ,1, Reciprocating ,194, MNF 
 N8540W ,Airplane, Piper , PA-28-235 , No ,1, Reciprocating ,176, KL35 
 N35166 ,Airplane, Cessna , 177B , No ,1, Reciprocating ,282,UDU
 N73270 , Airplane , Boeing , 737-824 , No ,2, Turbo Jet ,168, EWR 
 N10575 , Airplane , Embraer , EMB-145LR , No ,2, Turbo Jet ,361, EWR 
 N6330Q ,Airplane, Mooney , M20C , No ,1, Reciprocating ,258, 57AZ 
 N732WN ,Airplane, Cessna , T210M , No ,1, Reciprocating ,200,ZHM
 N915DJ ,Airplane, Cirrus Design Corp. , SR20 , No ,1, Reciprocating ,302, BLM 
 N9164M ,Airplane, Allegro ,2000, No ,1, Reciprocating ,314,PCB
 N2094K , Airplane , Luscombe , 8A , No ,1, Reciprocating ,265,OTF
 N7446 , Airplane , Waco , CTO , No ,1, Reciprocating ,299,PTW
 N5754S ,Airplane, Sheel , Vans RV-8 , Yes ,1, Reciprocating ,371, FNL 
 N2416P ,Airplane, O'Connor , Air Command Elite , Yes ,1, Reciprocating ,260, ISZ 
 N16WF ,Airplane, Forbes , Rutan Long EZE , Yes ,1, Reciprocating ,239, ABQ 
 N2584B , Airplane , Stinson , L-5G , No ,1, Reciprocating ,272, GUP 
N5054O,Airplane, Reims Aviation , FR172E , No ,2,Reciprocating,235,BKZ
N1770L,Airplane, ATR , ATR-72-202 , No ,2,Reciprocating,323,MTX
 N3209K , Airplane , Globe , GC-1B , No ,1, Reciprocating ,263,PPB
 N42923 , Gyrocraft , Therrien Roger , VORTEX , No ,1, Reciprocating ,253, 2M2 
 N67076 , Airplane , Beech , C24R , No ,1, Reciprocating ,362, KLBT 
N8963Z,Airplane, Cessna , A185F , No ,2,Reciprocating,396,FTK
 N581DB ,Airplane, Cessna , A185F , No ,1, Reciprocating ,194,ELE
 N500SD ,Airplane, Hughes , 369HS , No ,1, Turbo Shaft ,351, ABQ 
 N838DM ,Airplane, Raytheon , A36 , No ,1, Reciprocating ,322, ASH 
 N9041M ,Airplane, Grumman , G-164A , No ,1, Reciprocating ,340,IIA
 N9295Z , Glider , LET , Blanik L-13 , No ,0,Reciprocating,333,MKQ
 N89CJ , Airplane , Rosner , Acro Sport II , Yes ,1, Reciprocating ,187, MN91 
 N627DM ,Airplane, Cessna ,120, No ,1, Reciprocating ,322, 2S7 
 N6305W ,Airplane, Weatherly , 620-B , No ,1, Reciprocating ,291, D02 
 N636U ,Airplane, Grumman , G-164 , No ,1, Reciprocating ,244, MIW 
 N2422G ,Airplane, Cessna , 182B , No ,1, Reciprocating ,275, 1N2 
 N48395 ,Airplane, Grumman-Schweizer , G-164A , No ,1, Reciprocating ,151, PEO 
 N86FX ,Airplane, Fox Alfred C. , Kitfox IV 1200 , Yes ,1, Reciprocating ,305, IMM 
 N707DG ,Airplane, Gustafson , Easy Eagle , Yes ,1, Reciprocating ,290, 2R4 
 N3468B ,Airplane, Beech , BE-D35 , No ,1, Reciprocating ,269, DCU 
 N5136R , Airplane , Cessna , 172RG , No ,1, Reciprocating ,296, KFNL 
 N297ME , Airplane , Cessna , 172S , No ,1, Reciprocating ,230,WFU
 N8XJ ,Airplane, Aviat , A-1 , No ,1, Reciprocating ,359, Z40 
 N5924R , Airplane , Cessna , C-172G , No ,1, Reciprocating ,251, NONE 
 N683RV ,Airplane, Harmon/Lance , RV-4 , Yes ,1, Reciprocating ,376, 66S 
 N4867C ,Airplane, Cessna , A185F , No ,1, Reciprocating ,220,LIM
 N480FX ,Airplane, Enstrom ,480, No ,1, Turbo Shaft ,249, KGSH 
 N421KC ,Airplane, Cessna , 421C , No ,2, Reciprocating ,197, PWK 
 N912DB ,Airplane, Beech , V35B , No ,1, Reciprocating ,303,IKY
 N4774A ,Airplane, Piper , PA-22-150 , No ,1, Reciprocating ,220,UFN
N4610O,Airplane, Robinson , R-44 , No ,2,Reciprocating,365,TBT
 N515KG , Airplane , American Champion (ACAC) , 7GCBC , No ,1, Reciprocating ,163, RYV 
 N2020U , Airplane , Maule , M-4-220C , No ,1, Reciprocating ,347, RYN 
 N15BA , Airplane , Smith Aerostar , 601P , No ,2, Reciprocating ,248, T69 
 N724TM , Airplane , Cessna , 172M , No ,1, Reciprocating ,380, HQM 
 N6743G , Airplane , Cessna , 150L , No ,1, Reciprocating ,378,RIW
 N66234 ,Airplane, Cessna , 150M , No ,1, Reciprocating ,225, RNT 
 N741DB ,Airplane, de Havilland , Beaver DHC-2 , No ,1, Reciprocating ,372, RNT 
 N13MA ,Airplane, Steele , Safari , Yes ,1, Reciprocating ,399,LJJ
 N6858Q ,Airplane, Grumman , G-164A , No ,1, Reciprocating ,185,LIT
 N513CD ,Airplane, Cirrus Design Corp. , SR22 , No ,1, Reciprocating ,306, KORL 
 N153SS ,Airplane, Burkhart Grob , G103 Twin Astir , No ,0,Reciprocating,232, U59 
 N454MA ,Airplane, Mitsubishi , MU-2B-60 , No ,2, Turbo Prop ,240, APA 
 N460Y , Airplane , Grumman American , G-164 , No ,1, Reciprocating ,180,JKP
 N1456L ,Airplane, Beech , A23 , No ,1, Reciprocating ,158, RIU 
 N8386K , Airplane , Grumman , G-164B , No ,1, Reciprocating ,290,FZJ
 N49646 ,Airplane, Convair , BT-13A , No ,1, Reciprocating ,380, NONE 
 N496UA , Airplane , Airbus , A320-232 , No ,2, Turbo Fan ,319, DEN 
 N472UA , Airplane , Airbus Industrie , A320-232 , No ,2, Turbo Fan ,264, DEN 
 N5802 , Airplane , Mrazek , Rans S-14 , Yes ,1, Reciprocating ,271,VJG
N1136V,Airplane, Airbus Industrie , A-340 , No ,2,Reciprocating,231,AQI
 N80735 , Airplane , Cessna , 172M , No ,1, Reciprocating ,392, KELD 
 N864CP , Airplane , Cessna , 172R , No ,1, Reciprocating ,265, KDAB 
 N136MJ ,Airplane, Beech , 1900D , No ,2, Turbo Prop ,292, RKD 
 N71780 , Airplane , Luscombe , 8A , No ,1, Reciprocating ,240, E95 
 N83W , Airplane , Barr , Barr Six , Yes ,1, Reciprocating ,266,DWD
 N4401X ,Airplane, Piper , PA-28-151 , No ,1, Reciprocating ,187, SBP 
 N870BM ,Airplane, Malechek , Q-200 , No ,1, Reciprocating ,315, DLO 
 N6846J , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,311, 2MO1 
 N3219T , Balloon , National Ballooning , 751-12 , No ,0,Reciprocating,235,LFA
 N375Z , Airplane , Beech , 35-A33 , No ,1, Reciprocating ,151, 0Q5 
 N9062D , Airplane , Piper , PA-18 , No ,1, Reciprocating ,309,DPF
 N5888J ,Airplane, Beech , 95-B55 , No ,2, Reciprocating ,364, TUS 
 N5495 ,Airplane, Grumman , G-164A , No ,1, Turbo Prop ,236, NONE 
N6715L,Airplane, Piper , PA-31-350 , No ,2, Reciprocating ,229,VMB
N8542W,Airplane, Boeing , 777-200 , No ,2,Reciprocating,159,OSH
 N1703N , Airplane , Cessna ,120, No ,1, Reciprocating ,209, HZR 
 N6946C , Airplane , Cessna , 170B , No ,1, Reciprocating ,273,YCM
 N120CS , Airplane , Piper , PA-18-150 , No ,1, Reciprocating ,279,ZHI
 N8951H , Airplane ," Allied Ag Cat Productions, Inc ", G-164A , No ,1, Turbo Prop ,229,UUQ
 N8166V , Airplane , Cessna , A150M , No ,1, Reciprocating ,201, O86 
 N1003G , Airplane , Yakovlev , 55M , No ,1, Reciprocating ,354, CT24 
 N399HF ,Airplane, Schweizer , 269C , No ,1, Reciprocating ,269, VAY 
 N1841B , Airplane , Luscombe , 8F , No ,1, Reciprocating ,271,WWM
 N9468X ,Airplane, Cessna , 210A ,No,1, Reciprocating ,386, SEE 
 N7004K , Airplane , Piper , PA-20-115 ,No,1, Reciprocating ,344,DLD
 N18VH , Helicopter , Robinson , R22 Beta II , No ,1, Reciprocating ,371, BAZ 
 N65982 ,Airplane, Cessna , 172S , No ,1, Reciprocating ,384, KEYW 
 N3188C ,Airplane, Cessna ,180, No ,1, Reciprocating ,239,XUU
 N8870R ,Airplane, Bellanca , 14-19-3 , No ,1, Reciprocating ,309, GJT 
 N95DE ,Airplane, Zivko Aeronautics Inc. , Edge 540-T , No ,1, Reciprocating ,270,CAD
 N6555U ,Airplane, Mooney , M20C , No ,1, Reciprocating ,247, HEZ 
N1828L,Airplane, Bell , 206L4 , No ,2,Reciprocating,260,SMX
 N4003Z , Airplane , Ayres , S2R-134 , No ,1, Turbo Prop ,248, NONE 
N6852A,Airplane, MIL Design Bureau , Mi-172 , No ,2,Reciprocating,228,GOA
 N159KZ ,Airplane, Scandinavian Aero Industry , KZ VII , No ,1, Reciprocating ,388, EKO 
 N6121N ,Airplane, Beech , B23 , No ,1, Reciprocating ,260, L18 
 C-IAVT , Airplane , Wilson , Acrolite 1T , Yes ,1, Reciprocating ,315, OSH 
 N9501Y ,Airplane, Cessna , T210 , No ,1, Reciprocating ,361, KMSL 
 N2361F , Airplane , Cessna , 210E , No ,1, Reciprocating ,209, SAA 
N2153N,Airplane, Schweizer , 269D , No ,2,Reciprocating,158,YVZ
 N602EA , Airplane , Piper , PA-28-151 , No ,1, Reciprocating ,223,UEI
 C-GBUY ,Airplane, McDonnell Douglas , 500D , No ,1, Turbo Shaft ,331,QGE
 N6776E , Airplane , Cessna , 175A , No ,1, Reciprocating ,277,INW
 N9861L , Airplane , Grumman American , AA1B , No ,1, Reciprocating ,260, 1W1 
 N90RW , Airplane , Cessna ,180, No ,1, Reciprocating ,391, MYL 
 N110MP ,Airplane, Mooney , M20J , No ,1, Reciprocating ,202, S21 
 N98730 ,Airplane, Cessna , 172P , No ,1, Reciprocating ,176, CDW 
 N6868B ,Airplane, de Havilland , DHC-3 , No ,1, Reciprocating ,321,WIH
 N93205 , Glider , LET , L 33 Solo , No ,0,Reciprocating,364,TMP
 N1029J ,Airplane, Aero Commander ,112, No ,1, Reciprocating ,383, JCT 
 N28860 , Airplane , Grumman American , AA-5B , No ,1, Reciprocating ,197, 6B6 
 N115JT , Airplane , Amateur Built , Varieze , Yes ,1, Reciprocating ,191,YHJ
 N105TW ,Airplane, Glasair , GS-2 , No ,1, Reciprocating ,295, Y50 
 N219CC , Airplane , Vans Aircraft , RV-9A , Yes ,1, Reciprocating ,376, 79C 
 N84FS , Airplane , Flight Design , CTSW , No ,1, Reciprocating ,196, RVN 
 N6327T ,Airplane, North American , F-51D , No ,1, Reciprocating ,177,EIR
 N741LL ,Airplane, Bell , 206L-3 , No ,1, Turbo Shaft ,286,LRY
 N59RK ,Airplane, Piper , PA-28-181 , No ,1, Reciprocating ,200, DE49 
 N97492 , Airplane , Stinson ,108, No ,1, Reciprocating ,314, L26 
 N185DB , Airplane , Maule , MX7-180 , No ,1, Reciprocating ,285,THU
N5509M,Airplane, Cessna , 208B , No ,2,Reciprocating,327,OMH
 N731SV , Airplane , Cessna ,188, No ,1, Reciprocating ,170,XNA
N7004Q,Airplane, Bell , 206 L4 ,No,2,Reciprocating,375,SIZ
 N57958 ,Airplane, Aerospatiale , AS-350BA , No ,1, Turbo Shaft ,256, PAJN 
 N87008 ,Airplane, Bellanca , 8GCBC , No ,1, Reciprocating ,202,VPD
 N6195D , Airplane , Piper , PA-18-150 , No ,1, Reciprocating ,250,HZL
 N619BS , Airplane , Simmons , GP-4 , Yes ,1, Reciprocating ,242,YMG
